"","X","ID.true","Word","ConcValCombo","Task","BlockOrder","Group","Response","Accuracy","ReactionTime","LogReactionTime"
"5198",5788,"0e1d760e2aadc2f9e9a716ed8021898f","love","abstract-positive","Valence","VC","B","positive",1,478,6.16961073249146
"5199",5789,"0e1d760e2aadc2f9e9a716ed8021898f","guilt","abstract-negative","Valence","VC","B","negative",1,1044,6.95081476844258
"5200",5790,"0e1d760e2aadc2f9e9a716ed8021898f","hope","abstract-positive","Valence","VC","B","positive",1,883,6.78332520060396
"5201",5791,"0e1d760e2aadc2f9e9a716ed8021898f","failure","abstract-negative","Valence","VC","B","negative",1,627,6.44094654063292
"5202",5792,"0e1d760e2aadc2f9e9a716ed8021898f","stench","concrete-negative","Valence","VC","B","negative",1,778,6.65672652417839
"5203",5793,"0e1d760e2aadc2f9e9a716ed8021898f","beach","concrete-positive","Valence","VC","B","positive",1,550,6.30991827822652
"5204",5794,"0e1d760e2aadc2f9e9a716ed8021898f","compassion","abstract-positive","Valence","VC","B","positive",1,791,6.67329796776765
"5205",5795,"0e1d760e2aadc2f9e9a716ed8021898f","inspiration","abstract-positive","Valence","VC","B","positive",1,609,6.4118182677099
"5206",5796,"0e1d760e2aadc2f9e9a716ed8021898f","music","concrete-positive","Valence","VC","B","positive",1,748,6.61740297797448
"5207",5797,"0e1d760e2aadc2f9e9a716ed8021898f","chocolate","concrete-positive","Valence","VC","B","positive",1,576,6.35610766069589
"5208",5798,"0e1d760e2aadc2f9e9a716ed8021898f","rust","concrete-negative","Valence","VC","B","negative",1,938,6.84374994900622
"5209",5799,"0e1d760e2aadc2f9e9a716ed8021898f","peace","abstract-positive","Valence","VC","B","positive",1,564,6.33505425149806
"5210",5800,"0e1d760e2aadc2f9e9a716ed8021898f","envy","abstract-negative","Valence","VC","B","negative",1,1445,7.27586460054653
"5211",5801,"0e1d760e2aadc2f9e9a716ed8021898f","kindness","abstract-positive","Valence","VC","B","positive",1,895,6.79682371827486
"5212",5802,"0e1d760e2aadc2f9e9a716ed8021898f","sunshine","concrete-positive","Valence","VC","B","positive",1,498,6.21060007702465
"5213",5803,"0e1d760e2aadc2f9e9a716ed8021898f","resentment","abstract-negative","Valence","VC","B","negative",1,742,6.60934924316738
"5214",5804,"0e1d760e2aadc2f9e9a716ed8021898f","gratitude","abstract-positive","Valence","VC","B","positive",1,681,6.52356230614951
"5215",5805,"0e1d760e2aadc2f9e9a716ed8021898f","regret","abstract-negative","Valence","VC","B","negative",1,917,6.82110747225646
"5216",5806,"0e1d760e2aadc2f9e9a716ed8021898f","mold","concrete-negative","Valence","VC","B","negative",1,785,6.66568371778241
"5217",5807,"0e1d760e2aadc2f9e9a716ed8021898f","anxiety","abstract-negative","Valence","VC","B","negative",1,695,6.54391184556479
"5218",5808,"0e1d760e2aadc2f9e9a716ed8021898f","despair","abstract-negative","Valence","VC","B","negative",1,547,6.30444880242198
"5219",5810,"0e1d760e2aadc2f9e9a716ed8021898f","fireplace","concrete-positive","Valence","VC","B","positive",1,749,6.61873898351722
"5220",5811,"0e1d760e2aadc2f9e9a716ed8021898f","mud","concrete-negative","Valence","VC","B","negative",1,1827,7.51043055637801
"5221",5812,"0e1d760e2aadc2f9e9a716ed8021898f","grief","abstract-negative","Valence","VC","B","negative",1,779,6.65801104587075
"5222",5813,"0e1d760e2aadc2f9e9a716ed8021898f","happiness","abstract-positive","Valence","VC","B","positive",1,703,6.55535689181067
"5223",5814,"0e1d760e2aadc2f9e9a716ed8021898f","freedom","abstract-positive","Valence","VC","B","positive",1,714,6.57088296233958
"5224",5815,"0e1d760e2aadc2f9e9a716ed8021898f","flowers","concrete-positive","Valence","VC","B","positive",1,754,6.62539236800796
"5225",5816,"0e1d760e2aadc2f9e9a716ed8021898f","lonliness","abstract-negative","Valence","VC","B","negative",1,596,6.39024066706535
"5226",5817,"0e1d760e2aadc2f9e9a716ed8021898f","garbage","concrete-negative","Valence","VC","B","negative",1,559,6.3261494731551
"5227",5818,"0e1d760e2aadc2f9e9a716ed8021898f","filth","concrete-negative","Valence","VC","B","negative",1,564,6.33505425149806
"5228",5819,"0e1d760e2aadc2f9e9a716ed8021898f","love","abstract-positive","Valence","VC","B","positive",1,504,6.22257626807137
"5229",5820,"0e1d760e2aadc2f9e9a716ed8021898f","shame","abstract-negative","Valence","VC","B","negative",1,640,6.46146817635372
"5230",5821,"0e1d760e2aadc2f9e9a716ed8021898f","injury","concrete-negative","Valence","VC","B","negative",1,682,6.52502965784346
"5231",5822,"0e1d760e2aadc2f9e9a716ed8021898f","vomit","concrete-negative","Valence","VC","B","negative",1,543,6.29710931993394
"5232",5823,"0e1d760e2aadc2f9e9a716ed8021898f","laughter","concrete-positive","Valence","VC","B","positive",1,554,6.31716468674728
"5233",5824,"0e1d760e2aadc2f9e9a716ed8021898f","home","concrete-positive","Valence","VC","B","positive",1,777,6.65544035036765
"5234",5825,"0e1d760e2aadc2f9e9a716ed8021898f","smoke","concrete-negative","Valence","VC","B","negative",1,598,6.39359075395063
"5235",5826,"0e1d760e2aadc2f9e9a716ed8021898f","hug","concrete-positive","Valence","VC","B","positive",1,632,6.44888939414686
"5236",5827,"0e1d760e2aadc2f9e9a716ed8021898f","rot","concrete-negative","Valence","VC","B","negative",1,581,6.36475075685191
"5237",5828,"0e1d760e2aadc2f9e9a716ed8021898f","joy","abstract-positive","Valence","VC","B","positive",1,578,6.35957386867238
"5238",5829,"0e1d760e2aadc2f9e9a716ed8021898f","fireplace","concrete-positive","Valence","VC","B","positive",1,780,6.65929391968364
"5239",5830,"0e1d760e2aadc2f9e9a716ed8021898f","hope","abstract-positive","Valence","VC","B","positive",1,529,6.2709884318583
"5240",5831,"0e1d760e2aadc2f9e9a716ed8021898f","rust","concrete-negative","Valence","VC","B","negative",1,589,6.37842618365159
"5241",5832,"0e1d760e2aadc2f9e9a716ed8021898f","failure","abstract-negative","Valence","VC","B","negative",1,526,6.26530121273771
"5242",5833,"0e1d760e2aadc2f9e9a716ed8021898f","rot","concrete-negative","Valence","VC","B","negative",1,520,6.25382881157547
"5243",5834,"0e1d760e2aadc2f9e9a716ed8021898f","hug","concrete-positive","Valence","VC","B","positive",1,638,6.45833828334479
"5244",5835,"0e1d760e2aadc2f9e9a716ed8021898f","joy","abstract-positive","Valence","VC","B","positive",1,390,5.96614673912369
"5245",5836,"0e1d760e2aadc2f9e9a716ed8021898f","envy","abstract-negative","Valence","VC","B","negative",1,685,6.52941883826223
"5246",5837,"0e1d760e2aadc2f9e9a716ed8021898f","vomit","concrete-negative","Valence","VC","B","negative",1,579,6.361302477573
"5247",5838,"0e1d760e2aadc2f9e9a716ed8021898f","freedom","abstract-positive","Valence","VC","B","positive",1,668,6.50428817353665
"5248",5839,"0e1d760e2aadc2f9e9a716ed8021898f","anxiety","abstract-negative","Valence","VC","B","negative",1,636,6.45519856334012
"5249",5840,"0e1d760e2aadc2f9e9a716ed8021898f","resentment","abstract-negative","Valence","VC","B","negative",1,620,6.42971947803914
"5250",5841,"0e1d760e2aadc2f9e9a716ed8021898f","beach","concrete-positive","Valence","VC","B","positive",1,539,6.289715570909
"5251",5842,"0e1d760e2aadc2f9e9a716ed8021898f","gratitude","abstract-positive","Valence","VC","B","positive",1,648,6.47389069635227
"5252",5843,"0e1d760e2aadc2f9e9a716ed8021898f","flowers","concrete-positive","Valence","VC","B","positive",1,608,6.41017488196617
"5253",5844,"0e1d760e2aadc2f9e9a716ed8021898f","music","concrete-positive","Valence","VC","B","positive",1,520,6.25382881157547
"5254",5846,"0e1d760e2aadc2f9e9a716ed8021898f","kindness","abstract-positive","Valence","VC","B","positive",1,515,6.24416690066374
"5255",5847,"0e1d760e2aadc2f9e9a716ed8021898f","peace","abstract-positive","Valence","VC","B","positive",1,514,6.24222326545517
"5256",5848,"0e1d760e2aadc2f9e9a716ed8021898f","shame","abstract-negative","Valence","VC","B","negative",1,1034,6.94119005506837
"5257",5849,"0e1d760e2aadc2f9e9a716ed8021898f","guilt","abstract-negative","Valence","VC","B","negative",1,646,6.4707995037826
"5258",5850,"0e1d760e2aadc2f9e9a716ed8021898f","garbage","concrete-negative","Valence","VC","B","negative",1,608,6.41017488196617
"5259",5851,"0e1d760e2aadc2f9e9a716ed8021898f","mud","concrete-negative","Valence","VC","B","negative",1,506,6.22653666928747
"5260",5852,"0e1d760e2aadc2f9e9a716ed8021898f","despair","abstract-negative","Valence","VC","B","negative",1,564,6.33505425149806
"5261",5853,"0e1d760e2aadc2f9e9a716ed8021898f","regret","abstract-negative","Valence","VC","B","negative",1,662,6.49526555593701
"5262",5854,"0e1d760e2aadc2f9e9a716ed8021898f","stench","concrete-negative","Valence","VC","B","negative",1,712,6.56807791141198
"5263",5855,"0e1d760e2aadc2f9e9a716ed8021898f","filth","concrete-negative","Valence","VC","B","negative",1,543,6.29710931993394
"5264",5857,"0e1d760e2aadc2f9e9a716ed8021898f","chocolate","concrete-positive","Valence","VC","B","positive",1,925,6.82979373751242
"5265",5858,"0e1d760e2aadc2f9e9a716ed8021898f","mold","concrete-negative","Valence","VC","B","negative",1,680,6.52209279817015
"5266",5859,"0e1d760e2aadc2f9e9a716ed8021898f","compassion","abstract-positive","Valence","VC","B","positive",1,982,6.88959130835447
"5267",5860,"0e1d760e2aadc2f9e9a716ed8021898f","laughter","concrete-positive","Valence","VC","B","positive",1,829,6.7202201551353
"5268",5861,"0e1d760e2aadc2f9e9a716ed8021898f","sunshine","concrete-positive","Valence","VC","B","positive",1,454,6.11809719804135
"5269",5862,"0e1d760e2aadc2f9e9a716ed8021898f","lonliness","abstract-negative","Valence","VC","B","negative",1,612,6.41673228251233
"5270",5863,"0e1d760e2aadc2f9e9a716ed8021898f","happiness","abstract-positive","Valence","VC","B","positive",1,504,6.22257626807137
"5271",5864,"0e1d760e2aadc2f9e9a716ed8021898f","injury","concrete-negative","Valence","VC","B","negative",1,619,6.4281052726846
"5272",5865,"0e1d760e2aadc2f9e9a716ed8021898f","love","abstract-positive","Valence","VC","B","positive",1,510,6.23441072571837
"5273",5866,"0e1d760e2aadc2f9e9a716ed8021898f","inspiration","abstract-positive","Valence","VC","B","positive",1,703,6.55535689181067
"5274",5867,"0e1d760e2aadc2f9e9a716ed8021898f","smoke","concrete-negative","Valence","VC","B","negative",1,616,6.42324696353352
"5275",5868,"0e1d760e2aadc2f9e9a716ed8021898f","home","concrete-positive","Valence","VC","B","positive",1,612,6.41673228251233
"5276",5870,"0e1d760e2aadc2f9e9a716ed8021898f","failure","abstract-negative","Concrete","VC","B","abstract",1,2642,7.87929148508227
"5277",5871,"0e1d760e2aadc2f9e9a716ed8021898f","home","concrete-positive","Concrete","VC","B","concrete",1,790,6.67203294546107
"5278",5872,"0e1d760e2aadc2f9e9a716ed8021898f","hope","abstract-positive","Concrete","VC","B","abstract",1,1237,7.12044437239249
"5279",5873,"0e1d760e2aadc2f9e9a716ed8021898f","envy","abstract-negative","Concrete","VC","B","abstract",1,755,6.62671774924902
"5280",5874,"0e1d760e2aadc2f9e9a716ed8021898f","mud","concrete-negative","Concrete","VC","B","concrete",1,1123,7.02375895473844
"5281",5875,"0e1d760e2aadc2f9e9a716ed8021898f","kindness","abstract-positive","Concrete","VC","B","abstract",1,1333,7.19518732017871
"5282",5876,"0e1d760e2aadc2f9e9a716ed8021898f","rain","concrete-positive","Concrete","VC","B","concrete",1,1211,7.09920174355309
"5283",5878,"0e1d760e2aadc2f9e9a716ed8021898f","regret","abstract-negative","Concrete","VC","B","abstract",1,943,6.84906628263346
"5284",5880,"0e1d760e2aadc2f9e9a716ed8021898f","peace","abstract-positive","Concrete","VC","B","abstract",1,1094,6.99759598298193
"5285",5881,"0e1d760e2aadc2f9e9a716ed8021898f","flowers","concrete-positive","Concrete","VC","B","concrete",1,755,6.62671774924902
"5286",5882,"0e1d760e2aadc2f9e9a716ed8021898f","despair","abstract-negative","Concrete","VC","B","abstract",1,820,6.7093043402583
"5287",5883,"0e1d760e2aadc2f9e9a716ed8021898f","guilt","abstract-negative","Concrete","VC","B","abstract",1,768,6.64378973314767
"5288",5884,"0e1d760e2aadc2f9e9a716ed8021898f","freedom","abstract-positive","Concrete","VC","B","abstract",1,925,6.82979373751242
"5289",5885,"0e1d760e2aadc2f9e9a716ed8021898f","music","concrete-positive","Concrete","VC","B","concrete",1,1095,6.9985096422506
"5290",5887,"0e1d760e2aadc2f9e9a716ed8021898f","resentment","abstract-negative","Concrete","VC","B","abstract",1,661,6.49375383985169
"5291",5888,"0e1d760e2aadc2f9e9a716ed8021898f","joy","abstract-positive","Concrete","VC","B","abstract",1,1065,6.97073007814353
"5292",5889,"0e1d760e2aadc2f9e9a716ed8021898f","gratitude","abstract-positive","Concrete","VC","B","abstract",1,597,6.3919171133926
"5293",5890,"0e1d760e2aadc2f9e9a716ed8021898f","fireplace","concrete-positive","Concrete","VC","B","concrete",1,962,6.86901445066571
"5294",5891,"0e1d760e2aadc2f9e9a716ed8021898f","anxiety","abstract-negative","Concrete","VC","B","abstract",1,837,6.72982407048948
"5295",5892,"0e1d760e2aadc2f9e9a716ed8021898f","rust","concrete-negative","Concrete","VC","B","concrete",1,1263,7.14124512235049
"5296",5893,"0e1d760e2aadc2f9e9a716ed8021898f","love","abstract-positive","Concrete","VC","B","abstract",1,1001,6.90875477931522
"5297",5894,"0e1d760e2aadc2f9e9a716ed8021898f","happiness","abstract-positive","Concrete","VC","B","abstract",1,557,6.32256523992728
"5298",5896,"0e1d760e2aadc2f9e9a716ed8021898f","beach","concrete-positive","Concrete","VC","B","concrete",1,825,6.71538338633468
"5299",5898,"0e1d760e2aadc2f9e9a716ed8021898f","mold","concrete-negative","Concrete","VC","B","concrete",1,1317,7.18311170174328
"5300",5899,"0e1d760e2aadc2f9e9a716ed8021898f","smoke","concrete-negative","Concrete","VC","B","concrete",1,2709,7.9043348420851
"5301",5900,"0e1d760e2aadc2f9e9a716ed8021898f","compassion","abstract-positive","Concrete","VC","B","abstract",1,629,6.44413125670044
"5302",5901,"0e1d760e2aadc2f9e9a716ed8021898f","sunshine","concrete-positive","Concrete","VC","B","concrete",1,1259,7.13807303404435
"5303",5902,"0e1d760e2aadc2f9e9a716ed8021898f","shame","abstract-negative","Concrete","VC","B","abstract",1,695,6.54391184556479
"5304",5903,"0e1d760e2aadc2f9e9a716ed8021898f","chocolate","concrete-positive","Concrete","VC","B","concrete",1,720,6.5792512120101
"5305",5905,"0e1d760e2aadc2f9e9a716ed8021898f","inspiration","abstract-positive","Concrete","VC","B","abstract",1,1069,6.97447891102505
"5306",5906,"0e1d760e2aadc2f9e9a716ed8021898f","vomit","concrete-negative","Concrete","VC","B","concrete",1,1511,7.32052696227274
"5307",5907,"0e1d760e2aadc2f9e9a716ed8021898f","grief","abstract-negative","Concrete","VC","B","abstract",1,1082,6.98656645940643
"5308",5908,"0e1d760e2aadc2f9e9a716ed8021898f","lonliness","abstract-negative","Concrete","VC","B","abstract",1,543,6.29710931993394
"5309",5909,"0e1d760e2aadc2f9e9a716ed8021898f","rust","concrete-negative","Concrete","VC","B","concrete",1,875,6.77422388635761
"5310",5910,"0e1d760e2aadc2f9e9a716ed8021898f","filth","concrete-negative","Concrete","VC","B","concrete",1,1117,7.0184017990692
"5311",5911,"0e1d760e2aadc2f9e9a716ed8021898f","flowers","concrete-positive","Concrete","VC","B","concrete",1,653,6.48157712927643
"5312",5912,"0e1d760e2aadc2f9e9a716ed8021898f","vomit","concrete-negative","Concrete","VC","B","concrete",1,852,6.74758652682932
"5313",5913,"0e1d760e2aadc2f9e9a716ed8021898f","garbage","concrete-negative","Concrete","VC","B","concrete",1,629,6.44413125670044
"5314",5914,"0e1d760e2aadc2f9e9a716ed8021898f","chocolate","concrete-positive","Concrete","VC","B","concrete",1,532,6.27664348934164
"5315",5915,"0e1d760e2aadc2f9e9a716ed8021898f","rot","concrete-negative","Concrete","VC","B","concrete",1,682,6.52502965784346
"5316",5916,"0e1d760e2aadc2f9e9a716ed8021898f","regret","abstract-negative","Concrete","VC","B","abstract",1,695,6.54391184556479
"5317",5917,"0e1d760e2aadc2f9e9a716ed8021898f","failure","abstract-negative","Concrete","VC","B","abstract",1,502,6.21860011969173
"5318",5918,"0e1d760e2aadc2f9e9a716ed8021898f","hug","concrete-positive","Concrete","VC","B","concrete",1,926,6.83087423464618
"5319",5920,"0e1d760e2aadc2f9e9a716ed8021898f","love","abstract-positive","Concrete","VC","B","abstract",1,537,6.28599809450886
"5320",5921,"0e1d760e2aadc2f9e9a716ed8021898f","freedom","abstract-positive","Concrete","VC","B","abstract",1,594,6.38687931936265
"5321",5922,"0e1d760e2aadc2f9e9a716ed8021898f","sunshine","concrete-positive","Concrete","VC","B","concrete",1,733,6.59714570188665
"5322",5923,"0e1d760e2aadc2f9e9a716ed8021898f","lonliness","abstract-negative","Concrete","VC","B","abstract",1,593,6.38519439899773
"5323",5924,"0e1d760e2aadc2f9e9a716ed8021898f","home","concrete-positive","Concrete","VC","B","concrete",1,678,6.5191472879404
"5324",5925,"0e1d760e2aadc2f9e9a716ed8021898f","rain","concrete-positive","Concrete","VC","B","concrete",1,792,6.67456139181443
"5325",5926,"0e1d760e2aadc2f9e9a716ed8021898f","inspiration","abstract-positive","Concrete","VC","B","abstract",1,541,6.29341927884648
"5326",5927,"0e1d760e2aadc2f9e9a716ed8021898f","mold","concrete-negative","Concrete","VC","B","concrete",1,691,6.53813982376767
"5327",5928,"0e1d760e2aadc2f9e9a716ed8021898f","happiness","abstract-positive","Concrete","VC","B","abstract",1,628,6.4425401664682
"5328",5929,"0e1d760e2aadc2f9e9a716ed8021898f","shame","abstract-negative","Concrete","VC","B","abstract",1,580,6.36302810354046
"5329",5930,"0e1d760e2aadc2f9e9a716ed8021898f","smoke","concrete-negative","Concrete","VC","B","concrete",1,654,6.4831073514572
"5330",5931,"0e1d760e2aadc2f9e9a716ed8021898f","anxiety","abstract-negative","Concrete","VC","B","abstract",1,587,6.3750248198281
"5331",5932,"0e1d760e2aadc2f9e9a716ed8021898f","gratitude","abstract-positive","Concrete","VC","B","abstract",1,567,6.34035930372775
"5332",5933,"0e1d760e2aadc2f9e9a716ed8021898f","beach","concrete-positive","Concrete","VC","B","concrete",1,560,6.32793678372919
"5333",5934,"0e1d760e2aadc2f9e9a716ed8021898f","resentment","abstract-negative","Concrete","VC","B","abstract",1,633,6.45047042214418
"5334",5935,"0e1d760e2aadc2f9e9a716ed8021898f","music","concrete-positive","Concrete","VC","B","concrete",1,680,6.52209279817015
"5335",5936,"0e1d760e2aadc2f9e9a716ed8021898f","fireplace","concrete-positive","Concrete","VC","B","concrete",1,621,6.43133108193348
"5336",5937,"0e1d760e2aadc2f9e9a716ed8021898f","guilt","abstract-negative","Concrete","VC","B","abstract",1,918,6.82219739062049
"5337",5938,"0e1d760e2aadc2f9e9a716ed8021898f","mud","concrete-negative","Concrete","VC","B","concrete",1,786,6.66695679242921
"5338",5939,"0e1d760e2aadc2f9e9a716ed8021898f","despair","abstract-negative","Concrete","VC","B","abstract",1,568,6.34212141872115
"5339",5940,"0e1d760e2aadc2f9e9a716ed8021898f","compassion","abstract-positive","Concrete","VC","B","abstract",1,541,6.29341927884648
